review,Aspect
"I'd open up the list of available wireless networks, it would tell me that I'm still connected, but it just wouldn't allow me to connect to any sort of outside internet site",wireless
"It recognizes that there is a wireless network available, it is just incapable of connecting to it, in both encrypted and open modes",wireless
"after updating the firmware using a pc, this wireless router works perfectly with mac os x and the airport (802",wireless
Had trouble setting up both wireless and straight ethernet and tech support wasn't much help,wireless
I threw it in the trash and bought a Netgear wireless router,wireless
"With a little knowledge and tweaking, you can get this product to run encrypted wireless connections to about 10 people with little or no problem",wireless
"If you have users that use P2P, you will need to tweak this and all wireless routers",wireless
"However, if you are not a tech person and just want a wireless router for home or your very small business, you can just get a WRT54G from here and configure it",wireless
"All wireless routers need to be configured to use Wireless Encryption, so this is just not a problem with the WRT54G",wireless
"I would highly recommend that you do this if you want to learn something, but if you are not interested in learning this stuff and just want a working wireless router, just get the WRT54G",wireless
