,review,Aspect,preds
506,"After a year of using this product, the letter ""B"" no longer works, which is strange because I rarely use the letter B",range,"""B"" no longer works "
507,"Although attractively designed and potentially ideal for home theater use, this unit has such a limted transmission range that it cannot be recommended",range,limted transmission range 
508,"Also, even though they say the range is 30 feet, it's stupid because 2",range,range is 30 feet 
509,4ghz devices will eat the hell out of battery at this range,range,eat the hell out of battery 
510,"I find it strange since we invented typewriters, the QWERTY keyboard has survived this long while the typewriter manufacturers never created an ""ergonomically styled typewriter""? [find, invented, has, survived, created, styled] [strange, long]
",range,"""ergonomically styled typewriter"" "
511,"The only reason i say this is because I have the logitech dongle plugged in my computer and the device works in EVERY room in the house even the garage, you will not get this kind of range with the Rii Portable",range,not get this kind of range 
512,The range is good enough for me; about 12 feet,range,range is good enough for me 
513,"The only aspect that is really, really annoying is the arrangement of the 4 arrow keys (LEFT, RIGHT, UP, DOWN)-- the separate arrow keys that are not embedded in the number pad",range,keys that are not embedded 
514,"The arrow keys are unusually small, and the arrangement is weired",range,keys are unusually small 
515,I'd pay for extra $ to improve this key arrangement or have the usual arrow key arrangement at the expense of the separate number pad,range,expense of the separate number pad 
516,"I agree the shape of the keyboard, key arrangement and palm rest are very comfortable, but the basics went wrong here",range,keys went wrong 
517,I've found the range to be acceptable but not outstanding,range,range to be acceptable 
518,Actual maximum range is about 6-8' (same as regular wireless keyboard) 2,range,range is about 6-8' 
519,"However, I've used many computer keyboards in this price range, and they've seemed positively luxurious by comparison",range,keyboard in this price range 
520,My work arrangements require me to divide my time between a Microsoft Natural Ergonomic 4000 Keyboard (at home) and various standard keyboards,range,divide my time 
521,"I am just in range, another 6 inches and it get flakey fast",range,get flakey fast 
522,hard to type and range is good no more than five feet away,range,range is good 
523,It has pretty good range,range,has pretty good range 
524,the range is also good,range,range is also good 
525,"I decided to replace the keyboard, and just moved up to a higher price range (expecting higher quality) and a different brand (Logitech)via Amazon",range,different brand 
526,Then it started spraying out random keypresses and control characters which caused many windows to open and strange characters entered in dialog boxes,range,strange characters entered in dialog 
527,"However, be aware that Microsoft decided to rearrange several clusters of keys on this keyboard",range,rearrange several clusters of keys 
528,I had to use a USB extension cable and put the receiver way up high on my entertainment unit in order to get a good response range,range,I had to use a USB extension cable 
529,I get ~2 foot range if I am lucky,range,range if I am lucky 
530,"Size is perfect, operation & sensitivity are OK - providing you're in range (which IMO is quite a bit shorter than they advertise)",range,sensitivity are quite a bit shorter 
531,"I do appreciate that the numberpad and the function keys (Insert, Delete, Home, etc) are in the traditional arrangement",range,"keys (Insert, Delete, Home, etc) are in the traditional arrangement "
532,"I really struggled giving this one star, but without a reasonable range, or any range at all, it renders the whole thing useless",range,without a reasonable range 
533,The range is excellent,range,range is excellent 
534,"Besides making those keys smaller than older boards, I see no reason for them to have rearranged them, but I'm sure that in time my hands will get used to it",range,keys smaller 
