review,span,Aspect
Something went wrong in the connection between wire and the base of the headphone plug, wrong in the connection between wire ,wire
"Not durable enough for me, i use to wrap the cord around my phone and then wire started to show so i stopped that, but then when i would put the headphones in my jacket pocket as i listened to music it got worse to where now I cannot hear anything out of the ear buds", wire started to show  ,wire
"When I'm walking, the joggling of the wire produce a slight acoustic 'thump' inside my ear canal", joggling of the wire ,wire
"Anyway, the little rubber things fall off too easy, and I have just had to replace them because the wire has a short in it right where the jack goes into the ipod, and sound only comes out of one side unless you hold the cord steady", wire has a short ,wire
"The wire is EXTREMELY thin (you can tell in the picture), I'm concerned that the wire will kink or break", wire is EXTREMELY thin ,wire
"No seriously, the wire on these headphones are uber thin ", wire on these headphones are uber thin ,wire
I lost sound in the right piece and I have to fiddle with the wire to get broken sound in the left, fiddle with the wire ,wire
"Thought it was a short in the wire , but even moving it around does nothing (good or bad), it just comes on and goes out randomly when I move during my workout", short in the wire ,wire
"I have used these for literally less than one week, light usage, really; they have already become useless in the same way every other pair of these I have had previously have become useless: the wire has shorted-out where the wire connects to the plug", shorted-out where the wire ,wire
"If I manipulate the wire I can momentarily hear the sound in the Left earbud, then it shorts-out again", wire I can momentarily hear the sound ,wire
The internal wire broke off within 4 weeks, wire broke off  ,wire
They are GREAT headphones the sound is great and I like the black color but after 6 months the right headphone always loses sound I guess the wire get tangled from when I wrap it around my ipod, wire get tangled ,wire
"If you firmly pull the entire length of the wire though, as if smoothing a rumpled cloth, you can push the cover back into place and recover the wire with a bit of effort", recover the wire  ,wire
"The same thing happened twice the wire comes out from the ear peice ! [happened, comes] [same] ", wire comes out from the ear peice ,wire
"After a couple of months eventually one ear-piece stopped working (which seems to be the case with headphones in general, usually from a worn wire within the cable so it didn't bother me and actually took a while to occur since the cable is sturdy enough)", worn wire  ,wire
