,review,Aspect,preds
573,One clue is that the System Profiler claimed to be able to see the device when the USB dongle was plugged in even though the computer stopped responding to keystrokes or the touchpad,pad, stopped responding to keystrokes  
574,The track pad is decent for most purposes but utterly useless for games requiring a mouse,pad, track pad is decent 
575,At first most of the keys were jumbled up so whenever I would type something it was displayed wrong on my computer screen for instance if I hit the 6 button on the numeric keypad it would display,pad, keys were jumbled up 
576,"Has some but not all ""F"" keys and a dedicated Ctrl+Alt+Del key Cons: Placement of the touchpad is OK but seems to hinder your typing some, Touchpad not very responsive with sensitivity all the way up",pad, Touchpad not very responsive 
577,Overall if you can put up with it possibly going dead after a few months and realize that the touchpad is only useful if you have nothing else it's OK but I most likely am not going to repurchase another one,pad, touchpad is only useful 
578,"When it works as advertised, the keyboard is great, touchpad and keyboard makes web surfing from the couch enjoyable",pad, touchpad and keyboard makes web surfing 
579,I would actually like the touch-pad centered under the keyboard like a laptop,pad, touch-pad centered under the keyboard 
580,"OK, it is a keyboard with a touch pad that is wireless and works through a small USB receiver",pad, touch pad that is wireless 
581,The curve of the keypad layout is slightly better than the traditional linear design of those freebies,pad, curve of the keypad layout is slightly better  
582,"Pros ++ Keyboard installs itself on Vista or later and all extra keys work with the basic drivers ++ Key layout is curved slightly, good for those who don't want a full split keyboard ++ Integrated number pad is a nice extra for a budget keyboard ++ Quiet key action will suit those who don't like loud ""clicky"" keyboards ++ CTRL Shortcuts are starred under common keys like x, c, v, b, u, I, & f, making this a good learning keyboard ++ Additional extra keys include the normal function keys, back, forward, music controls and 3 extras (web/home, search & mail) ++ There's even a calculator shortcut button built-in ++ Keyboard's lower profile is much thinner than most ergonomic keyboards ++ Lowest cost in an ergonomic keyboard makes this an option for those on a budget Cons -- Plastic body is noticeably cheap -- Keys have little tactile feedback, making this unpleasant to use for longer periods -- Not curved enough for those who prefer full split ergonomic designs -- Keys are sticker prints that will eventually wear off (typical of low cost keyboards) -- High failure rates (also typical of low cost keyboards ALTERNATIVES It's a challenge to find decent results with ergonomic or split keyboards in this price range",pad, Keys have little tactile  
583,Not only are the curves natural and well molded but the minimally padded leather-imitation wrist-rest offers a silky sense of luxury,pad, wrist-rest offers a silky sense 
584,My biggest problems is trying to use shortcuts is all but impossible as the mousepad gets in the way and the charge doesn't seem to last all that long if it's actually being used for anything more than typing a quick URL or using the mouse for a few quick clicks,pad, mousepad gets in the way  
585,"MS did some things right: It's in black (gone are the days of the beige box), power user keys a re included, the keyboard now has a base tilt, and finally rest pad",pad, power user keys 
586,"Also, the 4000 is far more comfortable on the palms with its addition of padding",pad, 4000 is far more comfortable 
587,"The good: + small + light + no reception issues + very tiny USB dongle + convenient volume control + it has a touch pad + Perfect if you are sitting in front of your TV and have to write an email, do a google search, etc",pad, no reception issues 
588,The numeric key pad and the regular typewriter keys are fine,pad, numeric key pad  
589,In summary: Pro: Ergonomics are good Typewriter keys and numeric keypad are fine Con: arrow keys and navigation keys are too small and in a non-standard position keyboard is wobbly and little flimsy keys are a little mushy when pressed,pad, keys are a little mushy  
